instance_id,condition,prior_failure_signature_excerpt,run_failure_signature_excerpt,target_failure_signature_excerpt,reused_prior_failure_signature_bool,reproduced_target_failure_bool,resolved,supporting_run_artifact
django__django-11776,adp,"356- raise ValueError(|1→from django.core.exceptions import ValidationError|Traceback (most recent call last):|TypeError: Error when calling the metaclass bases|AttributeError: 'NoneType' object has no attribute 'loader'|FormsetTests (unittest.loader._FailedTest) ... ERROR|ERROR: FormsetTests (unittest.loader._FailedTest)|AttributeError: module 'forms_tests.tests.test_formsets' has no attribute 'FormsetTests|FAILED (errors=1)|✗ Test 1 failed: Expected error_class='nonform', got 'errorlist nonform'","tests/middleware_exceptions/|12 from django.core.exceptions import ValidationError, NON_FIELD_ERRORS | 145 except KeyError: | 146 raise KeyError(|8 except ImportError: # Python 2 | 20 from django.core.exceptions import ValidationError | 143 except Exception|Traceback (most recent call last): | AttributeError: module 'html.parser' has no attribute 'HTMLParseError|1. Agent research ERROR: Sub-agent research failed: Chromium is required for browser operations but is not installed.|No matches found|Traceback (most recent call last): | ModuleNotFoundError: No module named 'UserList'|django/template/smartif.py:152: error_class = ValueError|django/forms/models.py-309- raise ValueError('ModelForm has no model class specified.')|except ImportError: # Python 2 | from django.core.exceptions import ValidationError | except Exception: | except ImportError: # Python 2 | from django.core.exceptions import ValidationError | except Exception",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-11776/adp
django__django-11776,memory,- Traceback (most recent call last):|- ERROR: FormsetTests (unittest.loader._FailedTest)|- FAILED (errors=1)|- TypeError: Error when calling the metaclass bases|356- raise ValueError(|1→from django.core.exceptions import ValidationError|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|FormsetTests (unittest.loader._FailedTest) ... ERROR|ERROR: FormsetTests (unittest.loader._FailedTest),"tests/middleware_exceptions/|12 from django.core.exceptions import ValidationError, NON_FIELD_ERRORS | 145 except KeyError: | 146 raise KeyError(|8 except ImportError: # Python 2 | 20 from django.core.exceptions import ValidationError | 143 except Exception|320 raise TypeError( | 332 raise ValueError(|332 raise ValueError(|Traceback (most recent call last): | AttributeError: module 'html.parser' has no attribute 'HTMLParseError|42 except AttributeError:",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-11776/memory
django__django-18166,no_memory,,"3 from django.core.exceptions import ValidationError | 160 except IndexError: | 197 raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__)|118 # FormSet instances can also have an error attribute if validation failed for|from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'"" % self.__class__.__name_...|# FormSet instances can also have an error attribute if validation failed for | # data, then throw an exception. MAX_NUM_FORMS in the data is | # data, then throw an exception. MIN_NUM_FORMS in the data is | self.fail('Requesting an invalid formset index should raise an exception') | except IndexError: | # Four form...|E django.core.exceptions.ImproperlyConfigured: Requested setting DATABASES, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings. | <h1>{% if exception_type %}{{ exception_type }}{% else %}Report{% endif %}|ERROR: test_form_kwargs_and_kwargs_for_form_merged (forms_tests.tests.test_formsets.TestFormKwargs) | Traceback (most recent call last): | AttributeError: 'CustomFormSet' object has no attribute 'min_num' | ERROR: test_form_kwargs_passed_to_forms (forms_tests.tests.test_formsets.TestFormKwargs) | Traceback (most rec...",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-18166/no_memory
django__django-18166,raw,"When explicitly setting form_kwargs = {'empty_permitted':True} or form_kwargs = {'empty_permitted':False} , a KeyError occurs when rendering a template that uses a formset's empty_form.|1→from django.core.exceptions import ValidationError|SyntaxError: Non-ASCII character '/xe2' in file test_issue.py on line 39, but no encoding declared|see http:/www.python.org/peps/pep-0263.html for details|print(f""FAIL Test 1 - TypeError: {e}"")|SyntaxError: invalid syntax|FAIL Test 1 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|FAIL Test 2 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|FAIL Test 3 - TypeError: __init__() got an unexpected keyword argument 'some_other_kwarg'|Traceback (most recent call last):","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|3 from django.core.exceptions import ValidationError | 160 except IndexError: | 197 raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__)|from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'"" % self.__class__.__name_...|161 except IndexError:|161 except IndexError: | from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'""...|ERROR: test_form_kwargs_and_kwargs_for_form_merged (__main__.FormKwargsTestCase) | Traceback (most recent call last): | TypeError: __init__() got an unexpected keyword argument 'formset' | ERROR: test_kwargs_for_form_method (__main__.FormKwargsTestCase) | Traceback (most recent call last): | TypeError: __init__() go...",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-18166/raw
django__django-18166,adp,"When explicitly setting form_kwargs = {'empty_permitted':True} or form_kwargs = {'empty_permitted':False} , a KeyError occurs when rendering a template that uses a formset's empty_form.|1→from django.core.exceptions import ValidationError|SyntaxError: Non-ASCII character '/xe2' in file test_issue.py on line 39, but no encoding declared|see http:/www.python.org/peps/pep-0263.html for details|print(f""FAIL Test 1 - TypeError: {e}"")|SyntaxError: invalid syntax|FAIL Test 1 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|FAIL Test 2 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|FAIL Test 3 - TypeError: __init__() got an unexpected keyword argument 'some_other_kwarg'|Traceback (most recent call last):","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|3 from django.core.exceptions import ValidationError | 160 except IndexError: | 197 raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__)|from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'"" % self.__class__.__name_...|165 except IndexError: | from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'""...|165 except IndexError:|Traceback (most recent call last): | ModuleNotFoundError: No module named 'tests.settings|first failed test.|Traceback (most recent call last): | TypeError: __init__() got an unexpected keyword argument 'custom_field'|Traceback (most recent call last): | AttributeError: 'CustomAttrFormSet' object has no attribute 'min_num'",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-18166/adp
django__django-18166,memory,"When explicitly setting form_kwargs = {'empty_permitted':True} or form_kwargs = {'empty_permitted':False} , a KeyError occurs when rendering a template that uses a formset's empty_form.|- FAIL Test 1 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|- FAIL Test 2 - TypeError: DeclarativeFieldsMetaclass object got multiple values for keyword argument 'empty_permitted'|- FAIL Test 3 - TypeError: __init__() got an unexpected keyword argument 'some_other_kwarg'|- Traceback (most recent call last):|- E django.core.exceptions.ImproperlyConfigured: Requested setting FORM_RENDERER, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() be...|- ERROR tests/forms_tests/tests/test_formsets.py - django.core.exceptions.Impro...|1→from django.core.exceptions import ValidationError|SyntaxError: Non-ASCII character '/xe2' in file test_issue.py on line 39, but no encoding declared|see http:/www.python.org/peps/pep-0263.html for details","tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|3 from django.core.exceptions import ValidationError | 160 except IndexError: | 197 raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__)|from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'"" % self.__class__.__name_...|167 except IndexError: | from django.core.exceptions import ValidationError | except IndexError: | raise AttributeError(""'%s' object has no attribute 'cleaned_data'"" % self.__class__.__name__) | Raises an AttributeError if ordering is not allowed. | raise AttributeError(""'%s' object has no attribute 'ordered_forms'""...|except Exception as e: | print(f"" FAIL: {type(e).__name__}: {e}"")|Traceback (most recent call last): | ModuleNotFoundError: No module named 'tests.settings|except Exception as e: | print(f"" FAIL: {type(e).__name__}: {e}"") | except Exception as e: | print(f"" FAIL: {type(e).__name__}: {e}"")|Traceback (most recent call last): | django.core.exceptions.ImproperlyConfigured: The SECRET_KEY setting must not be empty.|Traceback (most recent call last): | TypeError: __init__() got an unexpected keyword argument 'custom_field'|52 except Exception as e: | 53 print(f"" FAIL: {type(e).__name__}: {e}"") | except Exception as e: | print(f"" FAIL: {type(e).__name__}: {e}"") | except Exception as e: | print(f"" FAIL: {type(e).__name__}: {e}"")",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-18166/memory
django__django-1891,no_memory,,"12 from django.core import exceptions | 84 except KeyError|8 from django.core.exceptions import (|926 raise exceptions.ValidationError( | 939 raise exceptions.FieldError(|1174 raise TypeError('Cannot reverse a query once a slice has been taken.')|from django.core import exceptions | except KeyError: | raise TypeError( | raise ValueError('Chunk size must be strictly positive.') | # The default_alias property raises TypeError if default_alias | # can't be set automatically or AttributeError if it isn't an | except (AttributeError, TypeError): | raise TypeError...|Traceback (most recent call last): | ModuleNotFoundError: No module named 'tests.settings|Traceback (most recent call last): | django.core.exceptions.FieldError: Cannot resolve keyword 'distinct' into field. Choices are: groups, id, name|foreign_keys (unittest.loader._FailedTest) ... ERROR | ERROR: foreign_keys (unittest.loader._FailedTest) | ImportError: Failed to import test module: foreign_keys | Traceback (most recent call last): | ModuleNotFoundError: No module named 'foreign_keys' | FAILED (errors=1)|from django.core.exceptions import ( | with self.assertRaisesMessage(ValueError, 'ModelForm has no model class specified.'): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(ValueError, msg): | with self.assertRaisesMe...|ERROR: test_limit_choices_to_with_distinct (model_forms.tests.LimitChoicesToTests) | Traceback (most recent call last): | django.db.utils.NotSupportedError: SQLite schema editor cannot be used while foreign key constraint checks are enabled. Make sure to disable them before entering a transaction.atomic() context be...",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-1891/no_memory
django__django-1891,raw,8→from django.core.exceptions import (|7→from django.core.exceptions import (|7→from django.core.exceptions import ValidationError|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'module' object has no attribute 'lru_cache'|AttributeError: 'NoneType' object has no attribute 'loader',"tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|8 from django.core.exceptions import ( | 177 raise TypeError('formfield_callback must be a function or callable') | 287 except (ValueError, TypeError, self.queryset.model.DoesNotExist): | 356 except TypeError: | 365 except (ValueError, TypeError)|7 from django.core.exceptions import ValidationError|from django.core.exceptions import ValidationError | except ImportError: | from django.core.exceptions import ValidationError | except ImportError|from django.core.exceptions import ( | with self.assertRaisesMessage(ValueError, 'ModelForm has no model class specified.'): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(ValueError, msg): | with self.assertRaisesMe...|7 from django.core.exceptions import (|FAIL: test_limit_choices_to_with_m2m_filter_does_not_duplicate (model_forms.tests.ForeignKeyWithM2MFilterTests) | Traceback (most recent call last): | AssertionError: 5 != 2 | FAILED (failures=1)|from django.core.exceptions import ( | raise TypeError('formfield_callback must be a function or callable') | raise TypeError(msg) | raise ValueError('ModelForm has no model class specified.') | # Exclude fields that failed form validation. There's no need for | raise ValueError( | except KeyError: | except Validati...",,1,1,1,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-1891/raw
django__django-1891,adp,8→from django.core.exceptions import (|7→from django.core.exceptions import (|7→from django.core.exceptions import ValidationError|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'module' object has no attribute 'lru_cache'|AttributeError: 'NoneType' object has no attribute 'loader',"tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|8 from django.core.exceptions import ( | 177 raise TypeError('formfield_callback must be a function or callable') | 287 except (ValueError, TypeError, self.queryset.model.DoesNotExist): | 356 except TypeError: | 365 except (ValueError, TypeError)|8 from django.core import checks, exceptions|799 except AttributeError: | 813 raise TypeError('on_delete must be callable.')|926 raise exceptions.ValidationError( | 939 raise exceptions.FieldError( | 986 raise ValueError(""Cannot create form field for %r yet, because |7 from django.core.exceptions import ValidationError|from django.core.exceptions import ValidationError | except ImportError: | from django.core.exceptions import ValidationError | except ImportError|from django.core.exceptions import ( | with self.assertRaisesMessage(ValueError, 'ModelForm has no model class specified.'): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(ValueError, msg): | with self.assertRaisesMe...|ERROR: test_limit_choices_to_q_with_join_does_not_duplicate (model_forms.tests.LimitChoicesToTests) | Traceback (most recent call last): | NameError: name 'Proxy' is not defined | FAILED (errors=1)|tests (unittest.loader._FailedTest) ... ERROR | ERROR: tests (unittest.loader._FailedTest) | ImportError: Failed to import test module: tests | Traceback (most recent call last): | ImportError: cannot import name 'ProductForm' | FAILED (errors=1)",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-1891/adp
django__django-1891,memory,- Traceback (most recent call last):|8→from django.core.exceptions import (|7→from django.core.exceptions import (|7→from django.core.exceptions import ValidationError|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'module' object has no attribute 'lru_cache'|AttributeError: 'NoneType' object has no attribute 'loader',"tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|8 from django.core.exceptions import ( | 177 raise TypeError('formfield_callback must be a function or callable') | 287 except (ValueError, TypeError, self.queryset.model.DoesNotExist): | 356 except TypeError: | 365 except (ValueError, TypeError)|1174 raise TypeError('Cannot reverse a query once a slice has been taken.')|7 from django.core.exceptions import ValidationError|ERROR: test_limit_choices_to_with_m2m_filter_does_not_duplicate (__main__.TestLimitChoicesToM2MDuplicate) | Traceback (most recent call last): | sqlite3.OperationalError: no such table: test_app_group | The above exception was the direct cause of the following exception: | Traceback (most recent call last): | raise ...|ERROR: test_limit_choices_to_with_m2m_filter_does_not_duplicate (test_issue.TestLimitChoicesToM2MDuplicate) | Traceback (most recent call last): | sqlite3.OperationalError: no such table: test_app_group | The above exception was the direct cause of the following exception: | Traceback (most recent call last): | rais...|from django.core.exceptions import ValidationError | except ImportError: | from django.core.exceptions import ValidationError | except ImportError|7 from django.core.exceptions import (|from django.core.exceptions import ( | with self.assertRaisesMessage(ValueError, 'ModelForm has no model class specified.'): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(TypeError, expected_msg): | with self.assertRaisesMessage(ValueError, msg): | with self.assertRaisesMe...|FAIL: test_limit_choices_to_q_with_join_does_not_duplicate (model_forms.tests.LimitChoicesToTests) | Traceback (most recent call last): | AssertionError: Sequences differ: <QuerySet [<Asset: Asset object (1)>, <As[208 chars]3)>]> != [<Asset: Asset object (1)>, <Asset: Asset[35 chars](3)>] | FAILED (failures=1)",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-1891/memory
django__django-20098,no_memory,,"tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|8 from django.core.exceptions import AppRegistryNotReady, ImproperlyConfigured | 25 raise RuntimeError(""You must supply an installed_apps argument."") | 81 raise RuntimeError(""populate() isn't reentrant"") | 125 """"""Raise an exception if all apps haven't been imported yet."""""" | 130 # exception. | 135 """"""Raise an except...|8 from django.core.exceptions import FieldDoesNotExist, ImproperlyConfigured | 51 raise TypeError | 57 except TypeError: | 196 raise TypeError(""'class Meta' got invalid attribute(s): %s"" % ','.join(meta_attrs)) | 282 raise TypeError(""Invalid argument for include_parents: %s"" % (include_parents,)) | 301 except KeyError|77 except LookupError: | 149 )), key=lambda error: error.msg)|2 from django.core.exceptions import NON_FIELD_ERRORS|6 from django.core.exceptions import ImproperlyConfigured|1260 except ValueError: | 1267 except LookupError:|except LookupError: | )), key=lambda error: error.msg) | except LookupError: | )), key=lambda error: error.msg)|149 )), key=lambda error: error.msg) | except LookupError: | )), key=lambda error: error.msg) | except LookupError: | )), key=lambda error: error.msg)|from django.core.exceptions import ImproperlyConfigured | from django.core.exceptions import ImproperlyConfigured","When declaring two models using a custom db_table setting in the Meta class, I found out that django failed to detect that the two models declared the same db_table and subsequently it will fail on syncdb when trying ...",0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory
